animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A680892,*sparkle,cat,calico,white,Spayed,2020-07-26,2022-07-26,normal,stray,field,NA,2022-10-06,"1000 BLK RAYMOND AVE, LONG BEACH, CA 90804",Long Beach,adoption,NA,33.77897,-118.1644041,Alive on Intake,FALSE,1,"33.77897, -118.1644041"
A680896,kttn3,cat,gray,white,Unknown,2022-07-25,2022-07-26,under age/weight,stray,field,NA,2022-07-29,"1000 BLK RAYMOND AVE, LONG BEACH, CA 90804",Long Beach,died,in care,33.77897,-118.1644041,Alive on Intake,TRUE,0,"33.77897, -118.1644041"
A607186,NA,cat,gray tabby,white,Male,2018-04-20,2018-05-05,under age/weight,stray,otc,NA,2018-05-05,"1900 BLK FASHION AVE, LONG BEACH, CA 90810",Long Beach,euthanasia,ill severe,33.7921398,-118.2089455,Alive on Intake,TRUE,0,"33.7921398, -118.2089455"
A607190,NA,cat,white,gray tabby,Male,2018-04-20,2018-05-05,under age/weight,stray,otc,NA,2018-05-05,"1900 BLK FASHION AVE, LONG BEACH, CA 90810",Long Beach,euthanasia,ill severe,33.7921398,-118.2089455,Alive on Intake,TRUE,0,"33.7921398, -118.2089455"
A682364,NA,cat,brown  tabby,NA,Unknown,NA,2022-08-21,ill severe,stray,field,NA,2022-08-21,"1900 BLK FASHION AVE, LONG BEACH, CA 90810",Long Beach,euthanasia,ill severe,33.7921398,-118.2089455,Alive on Intake,TRUE,0,"33.7921398, -118.2089455"
A607194,NA,cat,black,white,Male,2018-04-20,2018-05-05,under age/weight,stray,otc,NA,2018-05-05,"1900 BLK FASHION AVE, LONG BEACH, CA 90810",Long Beach,euthanasia,ill severe,33.7921398,-118.2089455,Alive on Intake,TRUE,0,"33.7921398, -118.2089455"
A623582,NA,cat,black,white,Male,2019-02-21,2019-03-21,under age/weight,stray,otc,NA,2019-03-24,"1000 BLK RIDGEWOOD ST, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.8432094,-118.1818686,Alive on Intake,FALSE,1,"33.8432094, -118.1818686"
A727160,*jane,cat,black,white,Spayed,2024-06-15,2024-08-20,normal,welfare seized,NA,NA,2024-09-26,"1900 BLK HARBOR AVE, LONG BEACH, CA 90810",Long Beach,rescue,littlelion,33.7918583,-118.2101233,Alive on Intake,FALSE,1,"33.7918583, -118.2101233"
A627485,*govna,cat,black,NA,Neutered,2016-06-01,2019-06-01,fractious,stray,trap,NA,2019-06-15,"1000 BLK ROBERTA ST, CERRITOS, CA 90703",Cerritos,"shelter, neuter, return",straycatal,33.8797843,-118.1012925,Alive on Intake,FALSE,1,"33.8797843, -118.1012925"
A723976,*scabbers,cat,white,gray tabby,Male,2022-07-05,2024-07-05,ill moderatete,stray,otc,NA,2024-07-09,1900 BLK HENDERSON AVE LONG BEACH CA 90806,Long Beach,died,in kennel,33.7917434,-118.1974135,Alive on Intake,TRUE,0,"33.7917434, -118.1974135"
A625859,NA,cat,brown  tabby,NA,Male,2019-04-01,2019-05-04,under age/weight,stray,otc,NA,2019-05-10,"1900 BLK HENDERSON AVE, LONG BEACDH, CA 90806",Long Beach,rescue,fndanifoun,33.7917434,-118.1974135,Alive on Intake,FALSE,1,"33.7917434, -118.1974135"
A699238,*kellin,cat,gray,white,Spayed,2023-04-23,2023-05-23,ill mild,stray,field,NA,2023-05-31,"1900 BLK HENDERSON AVE, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.7917434,-118.1974135,Alive on Intake,FALSE,1,"33.7917434, -118.1974135"
A643696,calceta,cat,gray,white,Spayed,2016-06-12,2020-06-12,normal,owner surrender,otc,landlord,2020-06-20,"1000 BLK SAINT LOUIS AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.778976,-118.16658579999999,Alive on Intake,FALSE,1,"33.778976, -118.1665858"
A649496,meya,cat,calico,NA,Female,2020-09-28,2020-10-01,under age/weight,stray,otc,NA,2020-12-09,"1900 BLK LEES AVE, LONG BEACH, CA 90815",Long Beach,adoption,NA,33.7903315,-118.0980639,Alive on Intake,FALSE,1,"33.7903315, -118.0980639"
A623264,athena,cat,white,NA,Spayed,2014-03-15,2019-03-15,normal,owner surrender,otc,NA,2019-12-27,"1000 BLK STANLEY AVE, LONG BEACH, CA 90804",Long Beach,adoption,pfe/pawshp,33.7791709,-118.1621,Alive on Intake,FALSE,1,"33.7791709, -118.1621"
A649910,*prince,cat,gray,white,Neutered,2014-10-19,2020-10-17,normal,stray,trap,NA,2021-01-23,"1900 BLK LEMON AVE, LONG BEACH, CA 90806",Long Beach,adoption,pfe/pawshp,33.7912724,-118.1784109,Alive on Intake,FALSE,1,"33.7912724, -118.1784109"
A629865,NA,cat,calico,NA,Spayed,2019-06-13,2019-07-13,under age/weight,stray,otc,NA,2019-08-12,"1900 BLK LEMON AVE, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.7912724,-118.1784109,Alive on Intake,FALSE,1,"33.7912724, -118.1784109"
A721933,*bruce,cat,brown  tabby,NA,Neutered,2020-05-31,2024-05-31,injured  mild,stray,otc,NA,2024-06-26,1900 BLK LEWIS AVE LONG BEACH CA 90806,Long Beach,community cat,NA,33.79128470000001,-118.1794917,Alive on Intake,FALSE,1,"33.79128470000001, -118.1794917"
A663848,*itty bitty,cat,tortie,NA,Spayed,2018-09-16,2021-09-16,normal,stray,otc,NA,2023-01-01,"1000 BLK VINA AVE, LONG BEACH, CA 90813",Long Beach,adoption,pfe/pawshp,33.7789885,-118.1692962,Alive on Intake,FALSE,1,"33.7789885, -118.1692962"
A593033,NA,cat,black,white,Female,2016-07-06,2017-07-06,injured  severe,stray,field,NA,2017-07-06,"1900 BLK LIME AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,at vet,33.7917036,-118.1839546,Alive on Intake,TRUE,0,"33.7917036, -118.1839546"
A662230,*amelia earhart,cat,orange,white,Spayed,2021-04-21,2021-08-21,normal,stray,otc,NA,2021-08-21,"1000 BLK W REDONDO BEACH BLVD, GARDENA, CA 90247",Out Of Area,adoption,web,33.8921442,-118.2923666,Alive on Intake,FALSE,1,"33.8921442, -118.2923666"
A731698,NA,cat,white,black,Male,2021-11-01,2024-11-01,ill moderatete,stray,field,NA,2024-11-06,1900 BLK MAGNOLIA AVE,Long Beach,died,in kennel,33.7918693,-118.1979028,Alive on Intake,TRUE,0,"33.7918693, -118.1979028"
A650572,*saint,cat,white,black,Neutered,2020-07-28,2020-10-31,normal,stray,otc,NA,2020-11-11,"1000 BLK WALNUT AVE, LONG BEACH, CA 90813",Long Beach,adoption,web,33.7791395,-118.1718077,Alive on Intake,FALSE,1,"33.7791395, -118.1718077"
A673569,mac,cat,brown  tabby,calico,Spayed,2022-03-10,2022-04-26,normal,stray,otc,NA,2022-04-29,"1900 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.7918693,-118.1979028,Alive on Intake,FALSE,1,"33.7918693, -118.1979028"
A650575,*aries,cat,gray,white,Spayed,2020-07-28,2020-10-31,normal,stray,otc,NA,2020-11-11,"1000 BLK WALNUT AVE, LONG BEACH, CA 90813",Long Beach,adoption,web,33.7791395,-118.1718077,Alive on Intake,FALSE,1,"33.7791395, -118.1718077"
A497864,*panchito,cat,white,brown  tabby,Neutered,2012-04-23,2020-11-14,normal,owner surrender,field,responsibl,2020-12-06,"1000 BLK WALNUT AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7791395,-118.1718077,Alive on Intake,FALSE,1,"33.7791395, -118.1718077"
A599848,NA,cat,black,NA,Male,2011-11-08,2017-11-08,ill mild,stray,field,NA,2017-11-09,"1000 BLK WALNUT AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7791395,-118.1718077,Alive on Intake,TRUE,0,"33.7791395, -118.1718077"
A662625,NA,cat,brown  tabby,white,Unknown,2021-05-28,2021-08-28,injured  severe,stray,field,NA,2021-08-28,"1900 BLK MAINE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,at vet,33.7916968,-118.2006218,Alive on Intake,TRUE,0,"33.7916968, -118.2006218"
A705064,NA,cat,orange,white,Unknown,NA,2023-08-17,ill severe,stray,field,NA,2023-08-17,"1900 BLK MARTIN LUTHER KING JR. AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,at vet,33.7914622,-118.1803622,Alive on Intake,TRUE,0,"33.7914622, -118.1803622"
A666563,*norma,cat,black,white,Female,2021-05-10,2021-11-10,ill mild,stray,otc,NA,2021-12-09,"1900 BLK N LAKEWOOD BLVD, LONG BEACH, CA 90815",Long Beach,rescue,catpaws,33.7918168,-118.1423946,Alive on Intake,FALSE,1,"33.7918168, -118.1423946"
A725128,*fromando,cat,orange tabby,NA,Neutered,2024-06-08,2024-07-19,ill mild,stray,otc,NA,2024-09-04,1900 BLK N LIME AVE LONG BEACH CA 90806,Long Beach,adoption,web,33.7917036,-118.1839546,Alive on Intake,FALSE,1,"33.7917036, -118.1839546"
A704564,jimmy,cat,black tabby,NA,Female,2023-07-26,2023-08-10,injured  mild,stray,otc,NA,2023-08-10,"1000 BLOCK CHERRY AVE, LONG BEACH CA",Long Beach,euthanasia,ill severe,33.7790114,-118.1676651,Alive on Intake,TRUE,0,"33.7790114, -118.1676651"
A731863,*sorbet,cat,orange tabby,NA,Spayed,2024-09-03,2024-11-03,injured  moderate,stray,otc,NA,NA,"1000 BLOCK CHERRY, LONG BEACH, CA",Long Beach,NA,NA,33.8226385,-118.1675435,Alive on Intake,FALSE,1,"33.8226385, -118.1675435"
A713471,*peeps,cat,black,white,Spayed,2023-09-20,2024-01-18,normal,stray,otc,NA,2024-01-24,"1000 BLOCK HOFFMAN AVE, LONG BEACH",Long Beach,adoption,web,33.7789674,-118.1736336,Alive on Intake,FALSE,1,"33.7789674, -118.1736336"
A708871,*carl,cat,brown  tabby,white,Male,2023-08-21,2023-10-15,under age/weight,stray,otc,NA,2023-10-21,"1000 BLOCK OLIVE AVE, LONG BEACH",Long Beach,adoption,NA,33.7789912,-118.1828784,Alive on Intake,FALSE,1,"33.7789912, -118.1828784"
A698294,*esteban,cat,white,black,Male,2023-03-05,2023-05-05,normal,stray,otc,NA,2023-06-07,1900 BLK OLIVE AVE LB CA 90806,Long Beach,transfer,spcala,33.7916675,-118.1828537,Alive on Intake,FALSE,1,"33.7916675, -118.1828537"
A698307,*qwinn,cat,gray,NA,Spayed,2022-05-05,2023-05-05,normal,stray,otc,NA,2023-06-01,1900 BLK OLIVE AVE LB CA 90806,Long Beach,community cat,NA,33.7916675,-118.1828537,Alive on Intake,FALSE,1,"33.7916675, -118.1828537"
A726148,*kayla,cat,gray,NA,Spayed,2024-06-29,2024-08-02,under age/weight,stray,otc,NA,2024-09-01,"1000 BLOCK W CARSON ST, LONG BEACH CA",Long Beach,adoption,web,33.8301159,-118.207088,Alive on Intake,FALSE,1,"33.8301159, -118.207088"
A698297,*pattinson,cat,black,NA,Male,2023-03-12,2023-05-05,normal,stray,otc,NA,2023-06-07,1900 BLK OLIVE AVE LB CA 90806,Long Beach,transfer,spcala,33.7916675,-118.1828537,Alive on Intake,FALSE,1,"33.7916675, -118.1828537"
A707001,NA,cat,gray,NA,Male,2023-08-25,2023-09-16,ill mild,stray,otc,NA,2023-09-16,"1000 BLOCK WALNUT, LONG BEACH, CA",Long Beach,euthanasia,inj severe,33.7791395,-118.1718077,Alive on Intake,TRUE,0,"33.7791395, -118.1718077"
A702489,NA,cat,seal,NA,Male,2018-07-07,2023-07-07,injured  moderate,stray,field,NA,2023-07-07,"1000 BLOK N NORMAN CT, LONG BEACH CA",Long Beach,euthanasia,inj severe,33.7807889,-118.1756987,Alive on Intake,TRUE,0,"33.7807889, -118.1756987"
A685025,*olive 3,cat,black,white,Male,2022-09-17,2022-09-23,under age/weight,stray,otc,NA,2022-09-23,"1900 BLK OLIVE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,inj severe,33.7916675,-118.1828537,Alive on Intake,TRUE,0,"33.7916675, -118.1828537"
A628506,*juice,cat,black,NA,Female,2019-06-10,2019-06-19,normal,stray,otc,NA,2019-08-29,"1000 CORONADO AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7789862,-118.1534984,Alive on Intake,FALSE,1,"33.7789862, -118.1534984"
A653688,NA,cat,black,white,Male,2021-01-04,2021-02-04,ill mild,stray,otc,NA,2021-02-04,"1900 BLK OLIVE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,inj severe,33.7916675,-118.1828537,Alive on Intake,TRUE,0,"33.7916675, -118.1828537"
A685024,*olive 2,cat,white,black,Male,2022-09-17,2022-09-23,under age/weight,stray,otc,NA,2022-09-23,"1900 BLK OLIVE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7916675,-118.1828537,Alive on Intake,TRUE,0,"33.7916675, -118.1828537"
A628505,NA,cat,black,NA,Female,2019-06-10,2019-06-19,normal,stray,otc,NA,2019-08-03,"1000 CORONADO AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7789862,-118.1534984,Alive on Intake,FALSE,1,"33.7789862, -118.1534984"
A597191,sky,cat,gray,white,Female,2014-09-16,2017-09-16,normal,owner surrender,otc,owner prob,2017-09-20,"1000 DAWSON AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7789723,-118.1654888,Alive on Intake,FALSE,1,"33.7789723, -118.1654888"
A591215,NA,cat,orange,white,Male,2017-05-30,2017-06-02,under age/weight,stray,otc,NA,2017-06-02,"1000 E 16TH ST, LONG BEACH, CA 90813",Long Beach,rescue,littlelion,33.7868197,-118.1783397,Alive on Intake,FALSE,1,"33.7868197, -118.1783397"
A679919,kenzo,cat,gray tabby,NA,Neutered,2022-04-15,2022-08-08,normal,return,adoption,NA,2022-08-14,"1900 BLK PACIFIC AVE, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.7918776,-118.193333,Alive on Intake,FALSE,1,"33.7918776, -118.193333"
A635375,*kim,cat,brown  tabby,white,Spayed,2018-10-25,2019-10-25,normal,stray,otc,NA,2019-12-23,"1900 BLK PACIFIC AVE, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7918776,-118.193333,Alive on Intake,FALSE,1,"33.7918776, -118.193333"
A650212,*fabi,cat,calico,NA,Spayed,2020-06-18,2020-10-18,normal,stray,otc,NA,2020-11-19,"1000 E 2ND ST, LONG BEACH, CA 90802",Long Beach,rescue,lbsnnres,33.768057,-118.1805135,Alive on Intake,FALSE,1,"33.768057, -118.1805135"
A703244,NA,cat,white,black,Unknown,2023-07-18,2023-07-21,under age/weight,stray,otc,NA,2023-07-21,1900 BLK RAYMOND AVE SIGNAL HILL CA 90755,Signal Hill,euthanasia,undrage/wt,33.7918753,-118.1642211,Alive on Intake,TRUE,0,"33.7918753, -118.1642211"
A603911,*fink,cat,black,NA,Spayed,2016-02-18,2018-02-18,normal,stray,trap,NA,2018-03-03,"1000 E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A703242,NA,cat,white,black,Unknown,2023-07-18,2023-07-21,under age/weight,stray,otc,NA,2023-07-21,1900 BLK RAYMOND AVE SIGNAL HILL CA 90755,Signal Hill,euthanasia,undrage/wt,33.7918753,-118.1642211,Alive on Intake,TRUE,0,"33.7918753, -118.1642211"
A603910,*bruno,cat,black,NA,Neutered,2014-02-18,2018-02-18,normal,stray,trap,NA,2018-02-24,"1000 E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A703241,NA,cat,white,black,Unknown,2023-07-18,2023-07-21,under age/weight,stray,otc,NA,2023-07-21,1900 BLK RAYMOND AVE SIGNAL HILL CA 90755,Signal Hill,euthanasia,undrage/wt,33.7918753,-118.1642211,Alive on Intake,TRUE,0,"33.7918753, -118.1642211"
A626048,*shandy,cat,brown  tabby,NA,Spayed,2017-05-08,2019-05-08,fractious,stray,otc,NA,2019-05-22,"1000 E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A715199,NA,cat,unknown,NA,Unknown,NA,2024-02-17,under age/weight,owner surrender,otc,owner prob,2024-02-17,1900 BLK RAYMOND AVE SIGNAL HILL CA 90755,Signal Hill,euthanasia,inj severe,33.7918753,-118.1642211,Alive on Intake,TRUE,0,"33.7918753, -118.1642211"
A702075,NA,cat,gray,black,Unknown,2023-06-17,2023-06-30,under age/weight,stray,otc,NA,2023-06-30,1900 BLK RAYMOND AVE SIGNAL HILL CA 90755,Signal Hill,euthanasia,ill severe,33.7918753,-118.1642211,Alive on Intake,TRUE,0,"33.7918753, -118.1642211"
A702074,NA,cat,gray tabby,NA,Unknown,2023-06-17,2023-06-30,under age/weight,stray,otc,NA,2023-06-30,1900 BLK RAYMOND AVE SIGNAL HILL CA 90755,Signal Hill,euthanasia,ill severe,33.7918753,-118.1642211,Alive on Intake,TRUE,0,"33.7918753, -118.1642211"
A588532,*lorenzo,cat,black,white,Neutered,2013-04-13,2017-04-13,ill mild,stray,otc,NA,2017-08-18,"1000 E BURNETT ST, SIGNAL HILL, CA 90755",Signal Hill,adoption,pfe/pawshp,33.8006285,-118.1801759,Alive on Intake,FALSE,1,"33.8006285, -118.1801759"
A692440,*kyle,cat,gray,NA,Neutered,2019-01-26,2023-02-17,normal,return,adoption,bites,2023-03-11,"1000 E. 7TH ST, LONG BEACH, CA 90813",Long Beach,adoption,web,33.7751351,-118.1799603,Alive on Intake,FALSE,1,"33.7751351, -118.1799603"
A612467,NA,cat,white,NA,Male,2018-07-27,2018-08-06,under age/weight,stray,field,NA,2018-08-07,"1000 FREEMAN AVE, LONG BEACH, CA 90804",Long Beach,rescue,other resc,33.7791895,-118.1555363,Alive on Intake,FALSE,1,"33.7791895, -118.1555363"
A600598,kershaw,cat,white,NA,Neutered,2017-04-30,2017-11-30,normal,stray,otc,NA,2018-01-03,"1000 HOFFMAN AVE, LONG BEACH, CA 90813",Long Beach,adoption,walkin,33.7789674,-118.1736336,Alive on Intake,FALSE,1,"33.7789674, -118.1736336"
A621278,NA,cat,orange tabby,NA,Male,2015-02-03,2019-02-03,fractious,stray,otc,NA,2019-02-19,"1900 BLK SHIPWAY AVE, LONG BEACH, CA 90815",Long Beach,euthanasia,beh severe,33.7903574,-118.0950634,Alive on Intake,TRUE,0,"33.7903574, -118.0950634"
A617422,rosey,cat,calico,NA,Female,2015-11-10,2018-11-10,normal,owner surrender,otc,NA,2019-01-22,"1000 MAGNOLIA AVENUE, LONG BEACH, CA 90813",Long Beach,euthanasia,beh modera,33.77895720000001,-118.1980407,Alive on Intake,TRUE,0,"33.77895720000001, -118.1980407"
A594826,*risalamande,cat,black,white,Spayed,2016-08-05,2017-08-05,feral,stray,otc,NA,2017-08-19,"1000 MOLINO AVE, LONG BEACH, CA 90804",Long Beach,"shelter, neuter, return",straycatal,33.7791148,-118.1609526,Alive on Intake,FALSE,1,"33.7791148, -118.1609526"
A706471,gray kitten 3,cat,gray,NA,Female,2023-09-05,2023-09-08,under age/weight,stray,otc,NA,2023-09-08,"1000 MYRTLE AVE. LONG BEACH, CA 908013",Long Beach,euthanasia,undrage/wt,33.7789718,-118.1817845,Alive on Intake,TRUE,0,"33.7789718, -118.1817845"
A666763,boba,cat,black,NA,Neutered,2021-09-13,2021-11-13,ill mild,stray,otc,NA,2021-11-24,"1900 BLK W PIER D ST, LONG BEACH, CA 90802",Long Beach,adoption,web,33.7627257,-118.2177744,Alive on Intake,FALSE,1,"33.7627257, -118.2177744"
A666783,NA,cat,gray,NA,Unknown,2018-11-13,2021-11-13,ill severe,stray,field,NA,2021-11-13,"1000 N LOMA VISTA DR, LONG BEACH, CA 90813",Long Beach,euthanasia,at vet,33.7790569,-118.2020955,Alive on Intake,TRUE,0,"33.7790569, -118.2020955"
A652298,jinx,cat,gray tiger,NA,Spayed,2017-11-01,2020-10-23,normal,owner surrender,otc,escapes,2020-11-05,"1900 BLK W SPRING ST, LONG BEACH, CA 90810",Long Beach,adoption,web,33.81149320000001,-118.217828,Alive on Intake,FALSE,1,"33.81149320000001, -118.217828"
A683837,NA,cat,brown  tabby,white,Female,2018-09-13,2022-09-13,ill severe,stray,field,NA,2022-09-14,"1900 BLK WALNUT AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,at vet,33.7918522,-118.1717297,Alive on Intake,TRUE,0,"33.7918522, -118.1717297"
A697500,fluffy bear,cat,gray,black,Spayed,2023-04-03,2023-04-26,normal,stray,otc,NA,2023-04-29,1000 N NORMAN CT LB 90813,Long Beach,adoption,web,33.7789717,-118.1757148,Alive on Intake,FALSE,1,"33.7789717, -118.1757148"
A697499,*marco,cat,gray,black,Neutered,2023-04-02,2023-04-26,normal,stray,otc,NA,2023-04-29,1000 N NORMAN CT LB 90813,Long Beach,adoption,NA,33.7789717,-118.1757148,Alive on Intake,FALSE,1,"33.7789717, -118.1757148"
A635374,sky,cat,lilac point,white,Spayed,2018-10-25,2019-10-25,normal,stray,otc,NA,2019-11-08,"1900 BLK. PACIFIC AVE. LB, CA 90806",Long Beach,adoption,walkin,33.7918776,-118.193333,Alive on Intake,FALSE,1,"33.7918776, -118.193333"
A619046,*julie,cat,calico,white,Female,2018-08-19,2018-12-19,normal,stray,otc,NA,2018-12-22,"1000 N STUDEBAKER RD, LONG BEACH, CA 90815",Long Beach,adoption,spcala,33.7803214,-118.1019349,Alive on Intake,FALSE,1,"33.7803214, -118.1019349"
A708957,*friesian,cat,gray,white,Male,2023-09-11,2023-10-18,ill mild,stray,otc,NA,2024-01-05,1900 BLKK LEMON AVE LONG BEACH CA 90806,Long Beach,transfer,other resc,33.815278,-118.1784991,Alive on Intake,FALSE,1,"33.815278, -118.1784991"
A612154,daisy,cat,calico dilute,NA,Spayed,2016-08-02,2018-08-02,normal,stray,otc,NA,2018-08-02,"1000 ORIZABA AVE, LONG BEACH, CA 90804",Long Beach,return to owner,microchip,33.7789857,-118.1567601,Alive on Intake,FALSE,1,"33.7789857, -118.1567601"
A704666,NA,cat,black,white,Spayed,2023-07-11,2023-08-11,under age/weight,stray,otc,NA,2023-08-16,"1900 BLOCK E POPPY ST, LONG BEACH",Long Beach,rescue,catpaws,33.868133,-118.1695225,Alive on Intake,FALSE,1,"33.868133, -118.1695225"
A596693,NA,cat,gray tabby,NA,Unknown,2017-08-07,2017-09-07,under age/weight,stray,otc,NA,2017-09-07,"1000 PACIFIC AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7789911,-118.1934664,Alive on Intake,TRUE,0,"33.7789911, -118.1934664"
A709046,*lila's kitten 2,cat,black,NA,Female,2023-08-18,2023-08-15,under age/weight,stray,field,NA,2023-10-24,1000 PARK,Long Beach,transfer,spcala,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"33.7700504, -118.1937395"
A608919,*oliver,cat,orange tabby,NA,Unknown,2018-05-18,2018-06-01,under age/weight,stray,field,NA,2018-06-16,"1000 PIER F AVE, LONG BEACH, CA 90802",Long Beach,rescue,other resc,33.752498,-118.2064365,Alive on Intake,FALSE,1,"33.752498, -118.2064365"
A584585,gaia,cat,gray tabby,NA,Female,2014-07-03,2018-01-21,behavior  mild,owner surrender,field,NA,2018-02-15,"1000 REDONDO AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,beh severe,33.7791167,-118.1521767,Alive on Intake,TRUE,0,"33.7791167, -118.1521767"
A668136,NA,cat,brown  tabby,NA,Male,2021-10-16,2021-12-16,ill severe,stray,field,NA,2021-12-16,"1000 REDONDO AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,ill severe,33.7791167,-118.1521767,Alive on Intake,TRUE,0,"33.7791167, -118.1521767"
A656699,NA,cat,lilac point,NA,Female,2021-04-01,2021-04-25,normal,stray,otc,NA,2021-05-02,"1900 CEDAR AVE, LONG BEACH, CA 90806",Long Beach,rescue,catpaws,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
A627241,*jeremy,cat,seal point,NA,Male,2017-05-29,2019-05-29,fractious,stray,otc,NA,2019-06-02,"1900 CHESTNUT AVE, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7918406,-118.1960749,Alive on Intake,FALSE,1,"33.7918406, -118.1960749"
A587390,NA,cat,seal point,NA,Male,2017-03-01,2017-03-22,under age/weight,stray,otc,NA,2017-03-22,"1900 CHESTNUT AVE, LONG BEACH, CA 90806",Long Beach,rescue,catcove,33.7918406,-118.1960749,Alive on Intake,FALSE,1,"33.7918406, -118.1960749"
A652166,amie,cat,calico,NA,Spayed,2020-09-10,2020-12-10,ill mild,stray,otc,NA,2021-01-06,"1900 E 19TH ST, LONG BEACH, CA 90806",Long Beach,adoption,web,33.7916642,-118.1687337,Alive on Intake,FALSE,1,"33.7916642, -118.1687337"
A632310,dice,cat,black,white,Neutered,2018-05-21,2019-08-21,normal,owner surrender,otc,owner prob,2019-12-15,"1000 WALNUT AVE, LONG BEACH, CA 90813",District2,adoption,spec evt,33.7791395,-118.1718077,Alive on Intake,FALSE,1,"33.7791395, -118.1718077"
